KS,I,I,S,I,I,I,S 
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Dead.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Dead.FBX,1,0,0,Ani_Plover_Dead.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Dead_Bomb.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Dead_Bomb.FBX,1,0,0,Ani_Plover_Dead_Bomb.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Idle.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Idle.FBX,1,0,0,Ani_Plover_Idle.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Jump.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Jump.FBX,1,0,0,Ani_Plover_Jump.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_KnockDown_Begin.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_KnockDown_Begin.FBX,1,0,0,Ani_Plover_KnockDown_Begin.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_KnockDown_End.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_KnockDown_End.FBX,1,0,0,Ani_Plover_KnockDown_End.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_KnockDown_Loop.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_KnockDown_Loop.FBX,1,0,0,Ani_Plover_KnockDown_Loop.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Run_Back.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Run_Back.FBX,1,0,0,Ani_Plover_Run_Back.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Run_Forward.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Run_Forward.FBX,1,0,0,Ani_Plover_Run_Forward.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Run_Left.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Run_Left.FBX,1,0,0,Ani_Plover_Run_Left.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Run_Right.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Run_Right.FBX,1,0,0,Ani_Plover_Run_Right.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Skill_Cocoon.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Skill_Cocoon.FBX,1,0,0,Ani_Plover_Skill_Cocoon.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Skill_Twine.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Skill_Twine.FBX,1,0,0,Ani_Plover_Skill_Twine.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Spring.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Spring.FBX,1,0,0,Ani_Plover_Spring.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Turn_Center.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Turn_Center.FBX,1,0,0,Ani_Plover_Turn_Center.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Turn_Down.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Turn_Down.FBX,1,0,0,Ani_Plover_Turn_Down.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Turn_Up.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Turn_Up.FBX,1,0,0,Ani_Plover_Turn_Up.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_UltiSkill_Yarn.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_UltiSkill_Yarn.FBX,1,0,0,Ani_Plover_UltiSkill_Yarn.FBX
NewAnimationSystem/Plover/AnimationSource/Plover.overrideController,0,0,NewAnimationSystem/Plover/AnimationSource/Plover.overrideController,1,0,0,Plover.overrideController
NewAnimationSystem/Plover/AnimationSource/Plover_FullBody.mask,0,0,NewAnimationSystem/Plover/AnimationSource/Plover_FullBody.mask,1,0,0,Plover_FullBody.mask
NewAnimationSystem/Plover/AnimationSource/Skin_Plover.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Skin_Plover.FBX,1,0,0,Skin_Plover.FBX
NewAnimationSystem/Plover/Show/Chr_S_Plover.prefab,0,0,NewAnimationSystem/Plover/Show/Chr_S_Plover.prefab,1,0,0,Chr_S_Plover.prefab
NewAnimationSystem/Plover/Show/eff_QN_Show01.prefab,0,0,NewAnimationSystem/Plover/Show/eff_QN_Show01.prefab,1,0,0,eff_QN_Show01.prefab
NewAnimationSystem/Plover/Show/AnimationSource/Ani_Plover_ClickShow_Scale.FBX,0,0,NewAnimationSystem/Plover/Show/AnimationSource/Ani_Plover_ClickShow_Scale.FBX,1,0,0,Ani_Plover_ClickShow_Scale.FBX
NewAnimationSystem/Plover/Show/AnimationSource/Ani_Plover_Idle01_Scale.FBX,0,0,NewAnimationSystem/Plover/Show/AnimationSource/Ani_Plover_Idle01_Scale.FBX,1,0,0,Ani_Plover_Idle01_Scale.FBX
NewAnimationSystem/Plover/Show/AnimationSource/Ani_Plover_Show_Scale.FBX,0,0,NewAnimationSystem/Plover/Show/AnimationSource/Ani_Plover_Show_Scale.FBX,1,0,0,Ani_Plover_Show_Scale.FBX
NewAnimationSystem/Plover/Show/AnimationSource/Plover_Hi_JieSuan.overrideController,0,0,NewAnimationSystem/Plover/Show/AnimationSource/Plover_Hi_JieSuan.overrideController,1,0,0,Plover_Hi_JieSuan.overrideController
NewAnimationSystem/Plover/Show/AnimationSource/Plover_Hi_Show.overrideController,0,0,NewAnimationSystem/Plover/Show/AnimationSource/Plover_Hi_Show.overrideController,1,0,0,Plover_Hi_Show.overrideController
NewAnimationSystem/Plover/Show/AnimationSource/Skin_S_Plover.FBX,0,0,NewAnimationSystem/Plover/Show/AnimationSource/Skin_S_Plover.FBX,1,0,0,Skin_S_Plover.FBX
NewAnimationSystem/Plover/Show/Texture/CH_H_Qianniao.png,0,0,NewAnimationSystem/Plover/Show/Texture/CH_H_Qianniao.png,1,0,0,CH_H_Qianniao.png
NewAnimationSystem/Plover/Show/Texture/Tex_Qianniao.mat,0,0,NewAnimationSystem/Plover/Show/Texture/Tex_Qianniao.mat,1,0,0,Tex_Qianniao.mat
NewAnimationSystem/Plover/Texture/Tex_Qianniao.mat,0,0,NewAnimationSystem/Plover/Texture/Tex_Qianniao.mat,1,0,0,Tex_Qianniao.mat
NewAnimationSystem/Plover/Texture/Tex_Qianniao.tga,0,0,NewAnimationSystem/Plover/Texture/Tex_Qianniao.tga,1,0,0,Tex_Qianniao.tga
NewAnimationSystem/ScoutDrone/ScoutDrone.controller,0,0,NewAnimationSystem/ScoutDrone/ScoutDrone.controller,1,0,0,ScoutDrone.controller
NewAnimationSystem/ScoutDrone/ScoutDrone2.prefab,0,0,NewAnimationSystem/ScoutDrone/ScoutDrone2.prefab,1,0,0,ScoutDrone2.prefab
NewAnimationSystem/ScoutDrone/Skin_ScoutDrone.FBX,0,0,NewAnimationSystem/ScoutDrone/Skin_ScoutDrone.FBX,1,0,0,Skin_ScoutDrone.FBX
NewAnimationSystem/Shotgun/Shotgunner.prefab,0,0,NewAnimationSystem/Shotgun/Shotgunner.prefab,1,0,0,Shotgunner.prefab
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Attack_A.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Attack_A.FBX,1,0,0,Ani_Shotgun_Attack_A.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Cushion.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Cushion.FBX,1,0,0,Ani_Shotgun_Cushion.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Dead.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Dead.FBX,1,0,0,Ani_Shotgun_Dead.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Dead_Bomb.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Dead_Bomb.FBX,1,0,0,Ani_Shotgun_Dead_Bomb.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Idle.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Idle.FBX,1,0,0,Ani_Shotgun_Idle.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Jump.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Jump.FBX,1,0,0,Ani_Shotgun_Jump.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_PowerShield_01.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_PowerShield_01.FBX,1,0,0,Ani_Shotgun_PowerShield_01.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Run_Back.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Run_Back.FBX,1,0,0,Ani_Shotgun_Run_Back.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Run_Forward.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Run_Forward.FBX,1,0,0,Ani_Shotgun_Run_Forward.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Run_Left.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Run_Left.FBX,1,0,0,Ani_Shotgun_Run_Left.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Run_Right.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Run_Right.FBX,1,0,0,Ani_Shotgun_Run_Right.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Skill_FB_01.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Skill_FB_01.FBX,1,0,0,Ani_Shotgun_Skill_FB_01.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Skill_FB_02.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Skill_FB_02.FBX,1,0,0,Ani_Shotgun_Skill_FB_02.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Skill_FB_Loop_01.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Skill_FB_Loop_01.FBX,1,0,0,Ani_Shotgun_Skill_FB_Loop_01.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Skill_UB_01.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Skill_UB_01.FBX,1,0,0,Ani_Shotgun_Skill_UB_01.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Sprint.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Sprint.FBX,1,0,0,Ani_Shotgun_Sprint.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Turn_Center.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Turn_Center.FBX,1,0,0,Ani_Shotgun_Turn_Center.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Turn_Down.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Turn_Down.FBX,1,0,0,Ani_Shotgun_Turn_Down.FBX
NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Turn_Up.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Ani_Shotgun_Turn_Up.FBX,1,0,0,Ani_Shotgun_Turn_Up.FBX
NewAnimationSystem/Shotgun/AnimationSource/Shotgun.overrideController,0,0,NewAnimationSystem/Shotgun/AnimationSource/Shotgun.overrideController,1,0,0,Shotgun.overrideController
NewAnimationSystem/Shotgun/AnimationSource/Shotgun_FullBody.mask,0,0,NewAnimationSystem/Shotgun/AnimationSource/Shotgun_FullBody.mask,1,0,0,Shotgun_FullBody.mask
NewAnimationSystem/Shotgun/AnimationSource/Skin_Shotgun.FBX,0,0,NewAnimationSystem/Shotgun/AnimationSource/Skin_Shotgun.FBX,1,0,0,Skin_Shotgun.FBX
NewAnimationSystem/Sniper/Sniper2.prefab,0,0,NewAnimationSystem/Sniper/Sniper2.prefab,1,0,0,Sniper2.prefab
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Attack_A.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Attack_A.FBX,1,0,0,Ani_Sniper_Attack_A.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Cushion.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Cushion.FBX,1,0,0,Ani_Sniper_Cushion.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Dead.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Dead.FBX,1,0,0,Ani_Sniper_Dead.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Dead_Bomb.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Dead_Bomb.FBX,1,0,0,Ani_Sniper_Dead_Bomb.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Idle.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Idle.FBX,1,0,0,Ani_Sniper_Idle.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Jump.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Jump.FBX,1,0,0,Ani_Sniper_Jump.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Run_Back.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Run_Back.FBX,1,0,0,Ani_Sniper_Run_Back.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Run_Froward.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Run_Froward.FBX,1,0,0,Ani_Sniper_Run_Froward.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Run_Left.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Run_Left.FBX,1,0,0,Ani_Sniper_Run_Left.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Run_Right.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Run_Right.FBX,1,0,0,Ani_Sniper_Run_Right.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Skill_FB_01.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Skill_FB_01.FBX,1,0,0,Ani_Sniper_Skill_FB_01.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Skill_UB_01.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Skill_UB_01.FBX,1,0,0,Ani_Sniper_Skill_UB_01.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Skill_UB_02.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Skill_UB_02.FBX,1,0,0,Ani_Sniper_Skill_UB_02.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Sprint.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Sprint.FBX,1,0,0,Ani_Sniper_Sprint.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Turn_Center.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Turn_Center.FBX,1,0,0,Ani_Sniper_Turn_Center.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Turn_Down.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Turn_Down.FBX,1,0,0,Ani_Sniper_Turn_Down.FBX
NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Turn_Up.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Ani_Sniper_Turn_Up.FBX,1,0,0,Ani_Sniper_Turn_Up.FBX
NewAnimationSystem/Sniper/AnimationSource/Skin_Sniper.FBX,0,0,NewAnimationSystem/Sniper/AnimationSource/Skin_Sniper.FBX,1,0,0,Skin_Sniper.FBX
NewAnimationSystem/Sniper/AnimationSource/Sniper.overrideController,0,0,NewAnimationSystem/Sniper/AnimationSource/Sniper.overrideController,1,0,0,Sniper.overrideController
NewAnimationSystem/Sniper/AnimationSource/Sniper_FullBody.mask,0,0,NewAnimationSystem/Sniper/AnimationSource/Sniper_FullBody.mask,1,0,0,Sniper_FullBody.mask
NewAnimationSystem/Spider/Spider.prefab,0,0,NewAnimationSystem/Spider/Spider.prefab,1,0,0,Spider.prefab
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Attack_A.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Attack_A.FBX,1,0,0,Ani_Spider_Attack_A.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Attack_B.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Attack_B.FBX,1,0,0,Ani_Spider_Attack_B.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Cushion.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Cushion.FBX,1,0,0,Ani_Spider_Cushion.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Dead.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Dead.FBX,1,0,0,Ani_Spider_Dead.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Dead_Bomb.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Dead_Bomb.FBX,1,0,0,Ani_Spider_Dead_Bomb.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Idle.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Idle.FBX,1,0,0,Ani_Spider_Idle.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Jump.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Jump.FBX,1,0,0,Ani_Spider_Jump.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Run_Back.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Run_Back.FBX,1,0,0,Ani_Spider_Run_Back.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Run_Forward.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Run_Forward.FBX,1,0,0,Ani_Spider_Run_Forward.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Run_Left.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Run_Left.FBX,1,0,0,Ani_Spider_Run_Left.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Run_Right.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Run_Right.FBX,1,0,0,Ani_Spider_Run_Right.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Skill_FB_01.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Skill_FB_01.FBX,1,0,0,Ani_Spider_Skill_FB_01.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Skill_FB_02.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Skill_FB_02.FBX,1,0,0,Ani_Spider_Skill_FB_02.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Skill_FB_Loop_01.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Skill_FB_Loop_01.FBX,1,0,0,Ani_Spider_Skill_FB_Loop_01.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Skill_UB_01.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Skill_UB_01.FBX,1,0,0,Ani_Spider_Skill_UB_01.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Sprint.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Sprint.FBX,1,0,0,Ani_Spider_Sprint.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_TransState_Finish.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_TransState_Finish.FBX,1,0,0,Ani_Spider_TransState_Finish.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_TransState_Idle.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_TransState_Idle.FBX,1,0,0,Ani_Spider_TransState_Idle.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_TransState_Start.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_TransState_Start.FBX,1,0,0,Ani_Spider_TransState_Start.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_TransState_Turn_Center.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_TransState_Turn_Center.FBX,1,0,0,Ani_Spider_TransState_Turn_Center.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_TransState_Turn_Down.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_TransState_Turn_Down.FBX,1,0,0,Ani_Spider_TransState_Turn_Down.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_TransState_Turn_UP.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_TransState_Turn_UP.FBX,1,0,0,Ani_Spider_TransState_Turn_UP.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Turn_Center.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Turn_Center.FBX,1,0,0,Ani_Spider_Turn_Center.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Turn_Down.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Turn_Down.FBX,1,0,0,Ani_Spider_Turn_Down.FBX
NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Turn_Up.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Ani_Spider_Turn_Up.FBX,1,0,0,Ani_Spider_Turn_Up.FBX
NewAnimationSystem/Spider/AnimationSource/Skin_Spider.FBX,0,0,NewAnimationSystem/Spider/AnimationSource/Skin_Spider.FBX,1,0,0,Skin_Spider.FBX
NewAnimationSystem/Spider/AnimationSource/Spider.overrideController,0,0,NewAnimationSystem/Spider/AnimationSource/Spider.overrideController,1,0,0,Spider.overrideController
NewAnimationSystem/Spider/AnimationSource/Spider_FullBody.mask,0,0,NewAnimationSystem/Spider/AnimationSource/Spider_FullBody.mask,1,0,0,Spider_FullBody.mask
NewAnimationSystem/Twogun/Twogun.prefab,0,0,NewAnimationSystem/Twogun/Twogun.prefab,1,0,0,Twogun.prefab
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Attack_A.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Attack_A.FBX,1,0,0,Ani_Twogun_Attack_A.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Cushion.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Cushion.FBX,1,0,0,Ani_Twogun_Cushion.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Dead.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Dead.FBX,1,0,0,Ani_Twogun_Dead.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Dead_Bomb.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Dead_Bomb.FBX,1,0,0,Ani_Twogun_Dead_Bomb.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Idle.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Idle.FBX,1,0,0,Ani_Twogun_Idle.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Jump.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Jump.FBX,1,0,0,Ani_Twogun_Jump.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Run_Back.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Run_Back.FBX,1,0,0,Ani_Twogun_Run_Back.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Run_Forward.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Run_Forward.FBX,1,0,0,Ani_Twogun_Run_Forward.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Run_Left.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Run_Left.FBX,1,0,0,Ani_Twogun_Run_Left.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Run_Right.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Run_Right.FBX,1,0,0,Ani_Twogun_Run_Right.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_RushShot_01.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_RushShot_01.FBX,1,0,0,Ani_Twogun_RushShot_01.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Skill_BackJumpShot.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Skill_BackJumpShot.FBX,1,0,0,Ani_Twogun_Skill_BackJumpShot.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Skill_FB_01.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Skill_FB_01.FBX,1,0,0,Ani_Twogun_Skill_FB_01.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Skill_FB_02.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Skill_FB_02.FBX,1,0,0,Ani_Twogun_Skill_FB_02.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Skill_FB_03.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Skill_FB_03.FBX,1,0,0,Ani_Twogun_Skill_FB_03.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Skill_FB_04.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Skill_FB_04.FBX,1,0,0,Ani_Twogun_Skill_FB_04.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Sprint.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Sprint.FBX,1,0,0,Ani_Twogun_Sprint.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Turn_Center.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Turn_Center.FBX,1,0,0,Ani_Twogun_Turn_Center.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Turn_Down.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Turn_Down.FBX,1,0,0,Ani_Twogun_Turn_Down.FBX
NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Turn_Up.FBX,0,0,NewAnimationSystem/Twogun/AnimationSource/Ani_Twogun_Turn_Up.FBX,1,0,0,Ani_Twogun_Turn_Up.FBX
